2024-06-06 19:32:41 INFO  PesticideSystemLogger - Pesticide System Initialized
2024-06-06 19:33:55 INFO  PesticideSystemLogger - Pesticide system applied Slugs to Carrot at position (1, 4)
2024-06-06 19:33:55 INFO  PesticideSystemLogger - Plant: Carrot at position (1, 4) healed by 4 points, new health: 8
2024-06-06 19:33:55 INFO  PesticideSystemLogger - Slug has successfully damaged the plant Carrot at position (4, 1). Old health: 12. New health: 4
2024-06-06 19:33:55 INFO  PesticideSystemLogger - Pesticide system applied Slugs to Carrot at position (4, 1)
2024-06-06 19:33:55 INFO  PesticideSystemLogger - Plant: Carrot at position (4, 1) healed by 4 points, new health: 8
2024-06-06 19:35:08 INFO  PesticideSystemLogger - Pesticide System Initialized
2024-06-06 19:35:51 INFO  PesticideSystemLogger - Pesticide System Initialized
2024-06-06 19:36:01 INFO  PesticideSystemLogger - Pesticide System Initialized
2024-06-06 19:38:53 INFO  PesticideSystemLogger - Pesticide System Initialized
2024-06-06 19:41:07 INFO  PesticideSystemLogger - Pesticide System Initialized
2024-06-06 19:41:17 INFO  PesticideSystemLogger - Pesticide System Initialized
2024-06-06 19:42:15 INFO  PesticideSystemLogger - Pesticide System Initialized
2024-06-06 19:42:33 INFO  PesticideSystemLogger - Pesticide System Initialized
2024-06-06 19:42:39 INFO  PesticideSystemLogger - Slug has successfully damaged the plant Carrot at position (0, 0). Old health: 20. New health: 12
2024-06-06 19:42:39 INFO  PesticideSystemLogger - Pesticide system applied Slugs to Carrot at position (0, 0)
2024-06-06 19:42:39 INFO  PesticideSystemLogger - Plant: Carrot at position (0, 0) healed by 4 points, new health: 16
2024-06-06 19:42:39 INFO  PesticideSystemLogger - Slug attempted to damage the plant Carrot at position (1, 0) but missed.
2024-06-06 19:42:39 INFO  PesticideSystemLogger - Pesticide system applied Slugs to Carrot at position (1, 0)
2024-06-06 19:42:39 INFO  PesticideSystemLogger - Plant: Carrot at position (1, 0) healed by 4 points, new health: 24
2024-06-06 19:42:39 INFO  PesticideSystemLogger - Slug has successfully damaged the plant Lily at position (2, 1). Old health: 20. New health: 12
2024-06-06 19:42:39 INFO  PesticideSystemLogger - Pesticide system applied Slugs to Lily at position (2, 1)
2024-06-06 19:42:39 INFO  PesticideSystemLogger - Plant: Lily at position (2, 1) healed by 4 points, new health: 16
2024-06-06 19:42:39 INFO  PesticideSystemLogger - Slug has successfully damaged the plant Carrot at position (2, 2). Old health: 20. New health: 12
2024-06-06 19:42:39 INFO  PesticideSystemLogger - Pesticide system applied Slugs to Carrot at position (2, 2)
2024-06-06 19:42:39 INFO  PesticideSystemLogger - Plant: Carrot at position (2, 2) healed by 4 points, new health: 16
2024-06-06 19:42:51 INFO  PesticideSystemLogger - Plant: Carrot at position (0, 0) updated to new health stage: 1, image updated to mediumCarrot.png
2024-06-06 19:42:51 INFO  PesticideSystemLogger - Slug has successfully damaged the plant Carrot at position (0, 0). Old health: 60. New health: 52
2024-06-06 19:42:51 INFO  PesticideSystemLogger - Pesticide system applied Slugs to Carrot at position (0, 0)
2024-06-06 19:42:51 INFO  PesticideSystemLogger - Plant: Carrot at position (0, 0) healed by 4 points, new health: 56
2024-06-06 19:42:51 INFO  PesticideSystemLogger - Slug has successfully damaged the plant Carrot at position (1, 0). Old health: 24. New health: 16
2024-06-06 19:42:51 INFO  PesticideSystemLogger - Pesticide system applied Slugs to Carrot at position (1, 0)
2024-06-06 19:42:51 INFO  PesticideSystemLogger - Plant: Carrot at position (1, 0) healed by 4 points, new health: 20
2024-06-06 19:42:51 INFO  PesticideSystemLogger - Slug has successfully damaged the plant Lily at position (2, 1). Old health: 16. New health: 8
2024-06-06 19:42:51 INFO  PesticideSystemLogger - Pesticide system applied Slugs to Lily at position (2, 1)
2024-06-06 19:42:51 INFO  PesticideSystemLogger - Plant: Lily at position (2, 1) healed by 4 points, new health: 12
2024-06-06 19:42:51 INFO  PesticideSystemLogger - Slug has successfully damaged the plant Carrot at position (2, 2). Old health: 16. New health: 8
2024-06-06 19:42:51 INFO  PesticideSystemLogger - Pesticide system applied Slugs to Carrot at position (2, 2)
2024-06-06 19:42:51 INFO  PesticideSystemLogger - Plant: Carrot at position (2, 2) healed by 4 points, new health: 12
2024-06-06 19:42:57 INFO  PesticideSystemLogger - Rat has successfully damaged the plant Carrot at position (0, 0). Old health: 56. New health: 52
2024-06-06 19:42:57 INFO  PesticideSystemLogger - Pesticide system applied Rat to Carrot at position (0, 0)
2024-06-06 19:42:57 INFO  PesticideSystemLogger - Plant: Carrot at position (0, 0) healed by 2 points, new health: 54
2024-06-06 19:42:57 INFO  PesticideSystemLogger - Rat has successfully damaged the plant Carrot at position (1, 0). Old health: 20. New health: 16
2024-06-06 19:42:57 INFO  PesticideSystemLogger - Pesticide system applied Rat to Carrot at position (1, 0)
2024-06-06 19:42:57 INFO  PesticideSystemLogger - Plant: Carrot at position (1, 0) healed by 2 points, new health: 18
2024-06-06 19:42:57 INFO  PesticideSystemLogger - Rat has successfully damaged the plant Carrot at position (2, 2). Old health: 12. New health: 8
2024-06-06 19:42:57 INFO  PesticideSystemLogger - Pesticide system applied Rat to Carrot at position (2, 2)
2024-06-06 19:42:57 INFO  PesticideSystemLogger - Plant: Carrot at position (2, 2) healed by 2 points, new health: 10
2024-06-06 19:43:27 INFO  PesticideSystemLogger - Slug attempted to damage the plant Carrot at position (0, 0) but missed.
2024-06-06 19:43:27 INFO  PesticideSystemLogger - Pesticide system applied Slugs to Carrot at position (0, 0)
2024-06-06 19:43:27 INFO  PesticideSystemLogger - Plant: Carrot at position (0, 0) healed by 4 points, new health: 58
2024-06-06 19:43:27 INFO  PesticideSystemLogger - Slug has successfully damaged the plant Carrot at position (1, 0). Old health: 18. New health: 10
2024-06-06 19:43:27 INFO  PesticideSystemLogger - Pesticide system applied Slugs to Carrot at position (1, 0)
2024-06-06 19:43:27 INFO  PesticideSystemLogger - Plant: Carrot at position (1, 0) healed by 4 points, new health: 14
2024-06-06 19:43:27 INFO  PesticideSystemLogger - Slug has successfully damaged the plant Lily at position (2, 1). Old health: 12. New health: 4
2024-06-06 19:43:27 INFO  PesticideSystemLogger - Pesticide system applied Slugs to Lily at position (2, 1)
2024-06-06 19:43:27 INFO  PesticideSystemLogger - Plant: Lily at position (2, 1) healed by 4 points, new health: 8
2024-06-06 19:43:27 INFO  PesticideSystemLogger - Slug has successfully damaged the plant Carrot at position (2, 2). Old health: 10. New health: 2
2024-06-06 19:43:27 INFO  PesticideSystemLogger - Pesticide system applied Slugs to Carrot at position (2, 2)
2024-06-06 19:43:27 INFO  PesticideSystemLogger - Plant: Carrot at position (2, 2) healed by 4 points, new health: 6
2024-06-06 19:43:33 INFO  PesticideSystemLogger - Rat has successfully damaged the plant Carrot at position (0, 0). Old health: 58. New health: 54
2024-06-06 19:43:33 INFO  PesticideSystemLogger - Pesticide system applied Rat to Carrot at position (0, 0)
2024-06-06 19:43:33 INFO  PesticideSystemLogger - Plant: Carrot at position (0, 0) healed by 2 points, new health: 56
2024-06-06 19:43:33 INFO  PesticideSystemLogger - Rat has successfully damaged the plant Carrot at position (1, 0). Old health: 14. New health: 10
2024-06-06 19:43:33 INFO  PesticideSystemLogger - Pesticide system applied Rat to Carrot at position (1, 0)
2024-06-06 19:43:33 INFO  PesticideSystemLogger - Plant: Carrot at position (1, 0) healed by 2 points, new health: 12
2024-06-06 19:43:33 INFO  PesticideSystemLogger - Rat has successfully damaged the plant Carrot at position (2, 2). Old health: 6. New health: 2
2024-06-06 19:43:33 INFO  PesticideSystemLogger - Pesticide system applied Rat to Carrot at position (2, 2)
2024-06-06 19:43:33 INFO  PesticideSystemLogger - Plant: Carrot at position (2, 2) healed by 2 points, new health: 4
2024-06-06 19:43:51 INFO  PesticideSystemLogger - Pesticide System Initialized
2024-06-06 19:44:17 INFO  PesticideSystemLogger - Pesticide System Initialized
2024-06-06 19:44:23 INFO  PesticideSystemLogger - Slug has successfully damaged the plant Carrot at position (0, 1). Old health: 20. New health: 12
2024-06-06 19:44:23 INFO  PesticideSystemLogger - Pesticide system applied Slugs to Carrot at position (0, 1)
2024-06-06 19:44:23 INFO  PesticideSystemLogger - Plant: Carrot at position (0, 1) healed by 4 points, new health: 16
2024-06-06 19:44:23 INFO  PesticideSystemLogger - Slug has successfully damaged the plant Lily at position (3, 3). Old health: 20. New health: 12
2024-06-06 19:44:23 INFO  PesticideSystemLogger - Pesticide system applied Slugs to Lily at position (3, 3)
2024-06-06 19:44:23 INFO  PesticideSystemLogger - Plant: Lily at position (3, 3) healed by 4 points, new health: 16
2024-06-06 19:44:23 INFO  PesticideSystemLogger - Slug has successfully damaged the plant Carrot at position (3, 5). Old health: 20. New health: 12
2024-06-06 19:44:23 INFO  PesticideSystemLogger - Pesticide system applied Slugs to Carrot at position (3, 5)
2024-06-06 19:44:23 INFO  PesticideSystemLogger - Plant: Carrot at position (3, 5) healed by 4 points, new health: 16
2024-06-06 19:44:29 INFO  PesticideSystemLogger - Plant: Carrot at position (0, 1) updated to new health stage: 1, image updated to mediumCarrot.png
2024-06-06 19:44:29 INFO  PesticideSystemLogger - Rat has successfully damaged the plant Carrot at position (0, 1). Old health: 60. New health: 56
2024-06-06 19:44:29 INFO  PesticideSystemLogger - Pesticide system applied Rat to Carrot at position (0, 1)
2024-06-06 19:44:29 INFO  PesticideSystemLogger - Plant: Carrot at position (0, 1) healed by 2 points, new health: 58
2024-06-06 19:44:29 INFO  PesticideSystemLogger - Rat has successfully damaged the plant Carrot at position (3, 5). Old health: 16. New health: 12
2024-06-06 19:44:29 INFO  PesticideSystemLogger - Pesticide system applied Rat to Carrot at position (3, 5)
2024-06-06 19:44:29 INFO  PesticideSystemLogger - Plant: Carrot at position (3, 5) healed by 2 points, new health: 14
2024-06-06 19:44:47 INFO  PesticideSystemLogger - Slug attempted to damage the plant Carrot at position (0, 1) but missed.
2024-06-06 19:44:47 INFO  PesticideSystemLogger - Pesticide system applied Slugs to Carrot at position (0, 1)
2024-06-06 19:44:47 INFO  PesticideSystemLogger - Plant: Carrot at position (0, 1) health stage changed to 2, updated image to largeCarrot.png
2024-06-06 19:44:47 INFO  PesticideSystemLogger - Plant: Carrot at position (0, 1) healed by 4 points, new health: 60
2024-06-06 19:44:47 INFO  PesticideSystemLogger - Slug has successfully damaged the plant Lily at position (3, 3). Old health: 16. New health: 8
2024-06-06 19:44:47 INFO  PesticideSystemLogger - Pesticide system applied Slugs to Lily at position (3, 3)
2024-06-06 19:44:47 INFO  PesticideSystemLogger - Plant: Lily at position (3, 3) healed by 4 points, new health: 12
2024-06-06 19:44:47 INFO  PesticideSystemLogger - Slug has successfully damaged the plant Carrot at position (3, 5). Old health: 14. New health: 6
2024-06-06 19:44:47 INFO  PesticideSystemLogger - Pesticide system applied Slugs to Carrot at position (3, 5)
2024-06-06 19:44:47 INFO  PesticideSystemLogger - Plant: Carrot at position (3, 5) healed by 4 points, new health: 10
2024-06-06 19:44:53 INFO  PesticideSystemLogger - Plant: Carrot at position (0, 1) updated to new health stage: 1, image updated to mediumCarrot.png
2024-06-06 19:44:53 INFO  PesticideSystemLogger - Slug has successfully damaged the plant Carrot at position (0, 1). Old health: 60. New health: 52
2024-06-06 19:44:53 INFO  PesticideSystemLogger - Pesticide system applied Slugs to Carrot at position (0, 1)
2024-06-06 19:44:53 INFO  PesticideSystemLogger - Plant: Carrot at position (0, 1) healed by 4 points, new health: 56
2024-06-06 19:44:53 INFO  PesticideSystemLogger - Slug has successfully damaged the plant Lily at position (3, 3). Old health: 12. New health: 4
2024-06-06 19:44:53 INFO  PesticideSystemLogger - Pesticide system applied Slugs to Lily at position (3, 3)
2024-06-06 19:44:53 INFO  PesticideSystemLogger - Plant: Lily at position (3, 3) healed by 4 points, new health: 8
2024-06-06 19:44:53 INFO  PesticideSystemLogger - Slug has successfully damaged the plant Carrot at position (3, 5). Old health: 10. New health: 2
2024-06-06 19:44:53 INFO  PesticideSystemLogger - Pesticide system applied Slugs to Carrot at position (3, 5)
2024-06-06 19:44:53 INFO  PesticideSystemLogger - Plant: Carrot at position (3, 5) healed by 4 points, new health: 6
2024-06-06 19:45:02 INFO  PesticideSystemLogger - Pesticide System Initialized
2024-06-06 19:45:14 INFO  PesticideSystemLogger - Plant: Carrot at position (0, 3) updated to new health stage: 1, image updated to mediumCarrot.png
2024-06-06 19:45:14 INFO  PesticideSystemLogger - Rat has successfully damaged the plant Carrot at position (0, 3). Old health: 60. New health: 56
2024-06-06 19:45:14 INFO  PesticideSystemLogger - Pesticide system applied Rat to Carrot at position (0, 3)
2024-06-06 19:45:14 INFO  PesticideSystemLogger - Plant: Carrot at position (0, 3) healed by 2 points, new health: 58
2024-06-06 19:45:14 INFO  PesticideSystemLogger - Rat has successfully damaged the plant Carrot at position (1, 3). Old health: 20. New health: 16
2024-06-06 19:45:14 INFO  PesticideSystemLogger - Pesticide system applied Rat to Carrot at position (1, 3)
2024-06-06 19:45:14 INFO  PesticideSystemLogger - Plant: Carrot at position (1, 3) healed by 2 points, new health: 18
2024-06-06 19:45:14 INFO  PesticideSystemLogger - Rat has successfully damaged the plant Carrot at position (3, 2). Old health: 20. New health: 16
2024-06-06 19:45:14 INFO  PesticideSystemLogger - Pesticide system applied Rat to Carrot at position (3, 2)
2024-06-06 19:45:14 INFO  PesticideSystemLogger - Plant: Carrot at position (3, 2) healed by 2 points, new health: 18
2024-06-06 19:45:32 INFO  PesticideSystemLogger - Rat has successfully damaged the plant Carrot at position (0, 3). Old health: 58. New health: 54
2024-06-06 19:45:32 INFO  PesticideSystemLogger - Pesticide system applied Rat to Carrot at position (0, 3)
2024-06-06 19:45:32 INFO  PesticideSystemLogger - Plant: Carrot at position (0, 3) healed by 2 points, new health: 56
2024-06-06 19:45:32 INFO  PesticideSystemLogger - Rat has successfully damaged the plant Carrot at position (1, 3). Old health: 18. New health: 14
2024-06-06 19:45:32 INFO  PesticideSystemLogger - Pesticide system applied Rat to Carrot at position (1, 3)
2024-06-06 19:45:32 INFO  PesticideSystemLogger - Plant: Carrot at position (1, 3) healed by 2 points, new health: 16
2024-06-06 19:45:32 INFO  PesticideSystemLogger - Rat has successfully damaged the plant Carrot at position (3, 2). Old health: 18. New health: 14
2024-06-06 19:45:32 INFO  PesticideSystemLogger - Pesticide system applied Rat to Carrot at position (3, 2)
2024-06-06 19:45:32 INFO  PesticideSystemLogger - Plant: Carrot at position (3, 2) healed by 2 points, new health: 16
2024-06-06 19:46:58 INFO  PesticideSystemLogger - Pesticide System Initialized
2024-06-06 19:47:04 INFO  PesticideSystemLogger - Rat has successfully damaged the plant Carrot at position (0, 3). Old health: 20. New health: 16
2024-06-06 19:47:04 INFO  PesticideSystemLogger - Pesticide system applied Rat to Carrot at position (0, 3)
2024-06-06 19:47:04 INFO  PesticideSystemLogger - Plant: Carrot at position (0, 3) healed by 2 points, new health: 18
2024-06-06 19:47:04 INFO  PesticideSystemLogger - Rat has successfully damaged the plant Carrot at position (1, 5). Old health: 20. New health: 16
2024-06-06 19:47:04 INFO  PesticideSystemLogger - Pesticide system applied Rat to Carrot at position (1, 5)
2024-06-06 19:47:04 INFO  PesticideSystemLogger - Plant: Carrot at position (1, 5) healed by 2 points, new health: 18
2024-06-06 19:47:04 INFO  PesticideSystemLogger - Rat attempted to damage the plant Carrot at position (3, 2) but missed.
2024-06-06 19:47:04 INFO  PesticideSystemLogger - Pesticide system applied Rat to Carrot at position (3, 2)
2024-06-06 19:47:04 INFO  PesticideSystemLogger - Plant: Carrot at position (3, 2) healed by 2 points, new health: 22
2024-06-06 19:47:10 INFO  PesticideSystemLogger - Plant: Carrot at position (0, 3) updated to new health stage: 1, image updated to mediumCarrot.png
2024-06-06 19:47:10 INFO  PesticideSystemLogger - Rat has successfully damaged the plant Carrot at position (0, 3). Old health: 60. New health: 56
2024-06-06 19:47:10 INFO  PesticideSystemLogger - Pesticide system applied Rat to Carrot at position (0, 3)
2024-06-06 19:47:10 INFO  PesticideSystemLogger - Plant: Carrot at position (0, 3) healed by 2 points, new health: 58
2024-06-06 19:47:10 INFO  PesticideSystemLogger - Rat has successfully damaged the plant Carrot at position (1, 5). Old health: 18. New health: 14
2024-06-06 19:47:10 INFO  PesticideSystemLogger - Pesticide system applied Rat to Carrot at position (1, 5)
2024-06-06 19:47:10 INFO  PesticideSystemLogger - Plant: Carrot at position (1, 5) healed by 2 points, new health: 16
2024-06-06 19:47:10 INFO  PesticideSystemLogger - Rat has successfully damaged the plant Carrot at position (3, 2). Old health: 22. New health: 18
2024-06-06 19:47:10 INFO  PesticideSystemLogger - Pesticide system applied Rat to Carrot at position (3, 2)
2024-06-06 19:47:10 INFO  PesticideSystemLogger - Plant: Carrot at position (3, 2) healed by 2 points, new health: 20
2024-06-06 19:47:16 INFO  PesticideSystemLogger - Slug has successfully damaged the plant Carrot at position (0, 3). Old health: 58. New health: 50
2024-06-06 19:47:16 INFO  PesticideSystemLogger - Pesticide system applied Slugs to Carrot at position (0, 3)
2024-06-06 19:47:16 INFO  PesticideSystemLogger - Plant: Carrot at position (0, 3) healed by 4 points, new health: 54
2024-06-06 19:47:16 INFO  PesticideSystemLogger - Slug has successfully damaged the plant Lily at position (1, 3). Old health: 20. New health: 12
2024-06-06 19:47:16 INFO  PesticideSystemLogger - Pesticide system applied Slugs to Lily at position (1, 3)
2024-06-06 19:47:16 INFO  PesticideSystemLogger - Plant: Lily at position (1, 3) healed by 4 points, new health: 16
2024-06-06 19:47:16 INFO  PesticideSystemLogger - Slug has successfully damaged the plant Carrot at position (1, 5). Old health: 16. New health: 8
2024-06-06 19:47:16 INFO  PesticideSystemLogger - Pesticide system applied Slugs to Carrot at position (1, 5)
2024-06-06 19:47:16 INFO  PesticideSystemLogger - Plant: Carrot at position (1, 5) healed by 4 points, new health: 12
2024-06-06 19:47:16 INFO  PesticideSystemLogger - Slug has successfully damaged the plant Carrot at position (3, 2). Old health: 20. New health: 12
2024-06-06 19:47:16 INFO  PesticideSystemLogger - Pesticide system applied Slugs to Carrot at position (3, 2)
2024-06-06 19:47:16 INFO  PesticideSystemLogger - Plant: Carrot at position (3, 2) healed by 4 points, new health: 16
2024-06-06 19:47:22 INFO  PesticideSystemLogger - Slug has successfully damaged the plant Carrot at position (0, 3). Old health: 54. New health: 46
2024-06-06 19:47:22 INFO  PesticideSystemLogger - Pesticide system applied Slugs to Carrot at position (0, 3)
2024-06-06 19:47:22 INFO  PesticideSystemLogger - Plant: Carrot at position (0, 3) healed by 4 points, new health: 50
2024-06-06 19:47:22 INFO  PesticideSystemLogger - Slug has successfully damaged the plant Lily at position (1, 3). Old health: 16. New health: 8
2024-06-06 19:47:22 INFO  PesticideSystemLogger - Pesticide system applied Slugs to Lily at position (1, 3)
2024-06-06 19:47:22 INFO  PesticideSystemLogger - Plant: Lily at position (1, 3) healed by 4 points, new health: 12
2024-06-06 19:47:22 INFO  PesticideSystemLogger - Slug has successfully damaged the plant Carrot at position (1, 5). Old health: 12. New health: 4
2024-06-06 19:47:22 INFO  PesticideSystemLogger - Pesticide system applied Slugs to Carrot at position (1, 5)
2024-06-06 19:47:22 INFO  PesticideSystemLogger - Plant: Carrot at position (1, 5) healed by 4 points, new health: 8
2024-06-06 19:47:22 INFO  PesticideSystemLogger - Slug has successfully damaged the plant Carrot at position (3, 2). Old health: 16. New health: 8
2024-06-06 19:47:22 INFO  PesticideSystemLogger - Pesticide system applied Slugs to Carrot at position (3, 2)
2024-06-06 19:47:22 INFO  PesticideSystemLogger - Plant: Carrot at position (3, 2) healed by 4 points, new health: 12
2024-06-06 19:47:28 INFO  PesticideSystemLogger - Slug has successfully damaged the plant Carrot at position (0, 3). Old health: 50. New health: 42
2024-06-06 19:47:28 INFO  PesticideSystemLogger - Pesticide system applied Slugs to Carrot at position (0, 3)
2024-06-06 19:47:28 INFO  PesticideSystemLogger - Plant: Carrot at position (0, 3) healed by 4 points, new health: 46
2024-06-06 19:47:28 INFO  PesticideSystemLogger - Slug has successfully damaged the plant Lily at position (1, 3). Old health: 12. New health: 4
2024-06-06 19:47:28 INFO  PesticideSystemLogger - Pesticide system applied Slugs to Lily at position (1, 3)
2024-06-06 19:47:28 INFO  PesticideSystemLogger - Plant: Lily at position (1, 3) healed by 4 points, new health: 8
2024-06-06 19:47:28 INFO  PesticideSystemLogger - Slug has successfully damaged the plant Carrot at position (1, 5). Old health: 8. New health: 0
2024-06-06 19:47:28 INFO  PesticideSystemLogger - Pesticide system applied Slugs to Carrot at position (1, 5)
2024-06-06 19:47:28 INFO  PesticideSystemLogger - Plant: Carrot at position (1, 5) healed by 4 points, new health: 4
2024-06-06 19:47:28 INFO  PesticideSystemLogger - Slug has successfully damaged the plant Carrot at position (3, 2). Old health: 12. New health: 4
2024-06-06 19:47:28 INFO  PesticideSystemLogger - Pesticide system applied Slugs to Carrot at position (3, 2)
2024-06-06 19:47:28 INFO  PesticideSystemLogger - Plant: Carrot at position (3, 2) healed by 4 points, new health: 8
2024-06-06 19:49:46 INFO  PesticideSystemLogger - Pesticide System Initialized
2024-06-06 19:50:06 INFO  PesticideSystemLogger - Plant: Carrot at position (0, 0) healed by 70 points, new health: 60
2024-06-06 19:50:16 INFO  PesticideSystemLogger - Plant: Carrot at position (0, 0) healed by 70 points, new health: 60
2024-06-06 19:50:16 INFO  PesticideSystemLogger - Plant: Carrot at position (1, 2) healed by 70 points, new health: 60
2024-06-06 19:50:16 INFO  PesticideSystemLogger - Plant: Carrot at position (0, 0) updated to new health stage: 1, image updated to mediumCarrot.png
2024-06-06 19:50:16 INFO  PesticideSystemLogger - Slug has successfully damaged the plant Carrot at position (0, 0). Old health: 60. New health: 52
2024-06-06 19:50:16 INFO  PesticideSystemLogger - Pesticide system applied Slugs to Carrot at position (0, 0)
2024-06-06 19:50:16 INFO  PesticideSystemLogger - Plant: Carrot at position (0, 0) healed by 4 points, new health: 56
2024-06-06 19:50:16 INFO  PesticideSystemLogger - Plant: Carrot at position (1, 2) updated to new health stage: 1, image updated to mediumCarrot.png
2024-06-06 19:50:16 INFO  PesticideSystemLogger - Slug has successfully damaged the plant Carrot at position (1, 2). Old health: 60. New health: 52
2024-06-06 19:50:16 INFO  PesticideSystemLogger - Pesticide system applied Slugs to Carrot at position (1, 2)
2024-06-06 19:50:16 INFO  PesticideSystemLogger - Plant: Carrot at position (1, 2) healed by 4 points, new health: 56
2024-06-06 19:50:16 INFO  PesticideSystemLogger - Plant: Carrot at position (1, 4) updated to new health stage: 1, image updated to mediumCarrot.png
2024-06-06 19:50:16 INFO  PesticideSystemLogger - Slug has successfully damaged the plant Carrot at position (1, 4). Old health: 60. New health: 52
2024-06-06 19:50:16 INFO  PesticideSystemLogger - Pesticide system applied Slugs to Carrot at position (1, 4)
2024-06-06 19:50:16 INFO  PesticideSystemLogger - Plant: Carrot at position (1, 4) healed by 4 points, new health: 56
2024-06-06 19:50:16 INFO  PesticideSystemLogger - Slug has successfully damaged the plant Carrot at position (4, 4). Old health: 20. New health: 12
2024-06-06 19:50:16 INFO  PesticideSystemLogger - Pesticide system applied Slugs to Carrot at position (4, 4)
